9.453761470283165158e-01,9.544663887766600130e-01,9.663885505168990919e-01,9.779153950464084533e-01,9.843513379971189359e-01,9.812963710208715273e-01,9.664992695395305811e-01,9.408678592662763629e-01,9.086739259998595220e-01,8.743972330486790012e-01,8.423802030791734952e-01,8.150288851834697201e-01,7.968224018695255761e-01,7.872883717675923654e-01,7.891358935911085837e-01,7.972910404451163391e-01,8.345893283918390804e-01,9.786107629873778135e-01
9.499428283806926610e-01,9.611543554401332790e-01,9.735729208552676983e-01,9.828064233001139183e-01,9.838731182118479746e-01,9.727238594271085947e-01,9.495846088246753247e-01,9.171994569328992819e-01,8.820617112108360969e-01,8.486097114856849810e-01,8.208965625442672387e-01,8.005393923758287178e-01,7.898922122953041525e-01,7.900146209574707701e-01,8.036181077669219963e-01,8.185447484327198486e-01,8.704441641843407851e-01,9.498547752518727849e-01
9.551889104532753638e-01,9.676404847435009504e-01,9.793841808117456083e-01,9.849862972473943934e-01,9.790247292099962806e-01,9.594321734819525327e-01,9.293121834638913281e-01,8.928407483646838561e-01,8.576809754912791961e-01,8.275328141244119307e-01,8.057020038792582772e-01,7.931003421079707572e-01,7.916113062581612292e-01,8.013756819352955141e-01,8.252314699152719646e-01,8.465102238490297415e-01,9.083110636338940225e-01,9.020682163252929930e-01
9.608705406849999964e-01,9.735482419178868030e-01,9.833576338123920513e-01,9.838831079395511381e-01,9.699211898730566439e-01,9.428587199861921953e-01,9.070348971160888674e-01,8.694707974514700455e-01,8.371438165764978345e-01,8.121433934276649502e-01,7.972964979296363053e-01,7.925078096276191308e-01,7.996538833418251890e-01,8.194858906201608617e-01,8.533411833062983787e-01,8.800599931770717310e-01,9.444258595068391049e-01,8.483940132489965480e-01
9.665887448508323487e-01,9.788264411557442424e-01,9.851781331372992945e-01,9.791743038747734440e-01,9.568588560028816747e-01,9.236751524450007578e-01,8.852407117479149656e-01,8.486600370839599838e-01,8.205098636847962812e-01,8.018088339846702883e-01,7.948061193080886433e-01,7.989160161379413871e-01,8.147734955981177363e-01,8.440252611205241173e-01,8.853089679314571914e-01,9.144696478501561643e-01,9.701891124319338422e-01,7.988674625069310808e-01
9.719190845501501919e-01,9.829137562889115332e-01,9.845100058187125081e-01,9.712932188815538437e-01,9.414929886601434150e-01,9.032349371034257279e-01,8.645555693877589043e-01,8.316625165078710413e-01,8.083520980026590586e-01,7.972448387336619202e-01,7.978334946448528697e-01,8.106033262127387840e-01,8.358046114036532526e-01,8.723601030568628456e-01,9.178367578350824507e-01,9.456507013025267083e-01,9.826645711113913828e-01,7.562636627169110337e-01
9.768998783090216964e-01,9.851690484871813425e-01,9.811065219639115709e-01,9.603671316212347708e-01,9.243318108130935684e-01,8.839923794222237508e-01,8.463426621252448934e-01,8.179356919514435553e-01,8.012902314039073159e-01,7.974945199396678008e-01,8.065995190588451935e-01,8.280676596807196033e-01,8.602096610827938417e-01,9.021088383375979181e-01,9.474645591898631647e-01,9.697801869309613521e-01,9.773822950756526629e-01,7.215078354611561551e-01
9.810354753827550400e-01,9.856233196556110077e-01,9.749339795331898317e-01,9.468971922444892053e-01,9.060143312415733785e-01,8.653166617784687764e-01,8.311873092158469367e-01,8.081852244173659550e-01,7.987263263758276333e-01,8.026613497233441308e-01,8.199710041439006725e-01,8.498760062281505157e-01,8.884459474438290982e-01,9.315356726699677292e-01,9.704416871566413638e-01,9.819847464909475798e-01,9.573088684615603805e-01,6.949421204615495729e-01
9.840106473835286138e-01,9.840327141437595904e-01,9.662623175200242276e-01,9.321615283072701708e-01,8.883459717633084285e-01,8.489722171905401682e-01,8.190631147566950210e-01,8.024470108519706768e-01,8.006069708474504720e-01,8.126983126818724257e-01,8.376117342307434210e-01,8.744306738011012881e-01,9.165312470636415298e-01,9.570154631037591786e-01,9.813817006865369619e-01,9.797691754857257296e-01,9.268458128410933528e-01,6.759796930540991067e-01
9.858011354421650774e-01,9.803005865331637647e-01,9.554929106663924143e-01,9.163810701140086001e-01,8.716387435398982308e-01,8.346722406327929944e-01,8.103740430489230206e-01,8.008908183536661562e-01,8.067772470440532917e-01,8.270076673170370096e-01,8.591549602584355183e-01,9.004376137120637669e-01,9.426734577242228408e-01,9.760016386663872279e-01,9.808051986932871946e-01,9.649909494168716906e-01,8.890222462561966354e-01,6.633758434411615168e-01
9.861877352355076232e-01,9.745549881209724097e-01,9.431645088366218399e-01,8.999754556138797046e-01,8.556737934319694761e-01,8.230384622796773630e-01,8.052846012215059135e-01,8.031749632021388807e-01,8.168770553509328014e-01,8.448276295829556526e-01,8.832945407819560169e-01,9.278403430560819842e-01,9.655470759808225667e-01,9.828570702333940812e-01,9.683665469761316702e-01,9.397832855891233850e-01,8.485574351347160427e-01,6.566949283738194865e-01
